product_id,tn
20001,1595.2614678810742
20002,1161.6572444928534
20003,788.9247296591242
20004,620.1542708610882
20005,602.8091188195951
20006,439.21638224595716
20007,417.3152830421763
20008,371.6164187781104
20009,445.37111803545355
20010,436.0060547307744
20011,375.54308033084374
20012,269.82315748739603
20013,368.9668609112857
20014,365.00070701843094
20015,306.5437161417481
20016,296.2458650899465
20017,265.33615896951875
20018,243.54314432775874
20019,252.84275622056649
20020,268.20167915927703
20021,260.5541580055671
20022,269.96386252821
20023,233.14605299345922
20024,208.44118934078764
20025,207.71956791018943
20026,243.28397649440447
20027,223.37155785876126
20028,189.03555773265506
20029,176.17474926276827
20030,105.38555446189027
20031,196.05672583249236
20032,529.491060681643
20033,144.7580696160345
20035,155.86947540717014
20037,175.69525148873768
20038,157.98653720440316
20039,147.491134255766
20041,139.56866443662153
20042,166.89730021981268
20043,138.90879448427432
20044,166.92545179587225
20045,154.52955826354687
20046,152.04731039180004
20047,170.85809614645805
20049,170.20343800968217
20050,126.86485699322914
20051,148.20512771797726
20052,116.69239418865521
20053,155.8723291661503
20054,153.04837147464687
20055,105.58540023821057
20056,99.80557036244947
20057,132.7468466617397
20058,122.52811256603016
20059,147.65035284722853
20061,140.497730212512
20062,107.94583967300909
20063,125.74729266507848
20065,118.13716773465552
20066,120.35039010357625
20067,114.80472637433543
20068,107.9344053719057
20069,125.66772265841401
20070,120.07535374319103
20071,114.0489185745033
20072,76.71339665736542
20073,117.91714927111468
20074,90.98665898574414
20075,140.59597778421983
20076,103.59545382853538
20077,93.08025031753458
20079,59.75617926919235
20080,86.65654733515419
20081,98.90257765347978
20082,75.6790567118825
20084,120.51222158960239
20085,168.07099644817865
20086,60.33585026168256
20087,82.52964706376822
20089,140.31650783851276
20090,91.56260746648796
20091,104.34188256373716
20092,60.3637641407353
20093,87.69903924723641
20094,107.1577933774409
20095,78.55642251634744
20096,70.23710482380129
20097,65.2246884616634
20099,67.51448894617675
20100,65.97794448662111
20101,82.68796028510596
20102,36.899981911899545
20103,78.75359290968302
20106,74.73370218714419
20107,76.43051681469034
20108,64.30731164638642
20109,59.49824819542734
20111,85.93902995096184
20112,91.89562135002922
20114,56.8147014057693
20116,78.90376635507518
20117,44.46769199141544
20118,56.676252785995175
20119,65.39292684147206
20120,62.653359513180966
20121,87.05521692383924
20122,72.24549700830386
20123,66.91248358406258
20124,48.98691084476151
20125,64.94977194049568
20126,101.76947863897628
20127,242.3106548903175
20129,62.573547194772544
20130,112.68242675968067
20132,54.555396304813115
20133,56.257140648271196
20134,64.4500914018471
20135,81.0007033091811
20137,47.16712562976102
20138,40.04909149230471
20139,57.55880251695122
20140,54.15735780095696
20142,58.7198891309193
20143,87.19130633552965
20144,52.94258798758654
20145,55.74417749443578
20146,44.981919668793864
20148,69.06656828996685
20150,86.845789093957
20151,41.43427955168044
20152,53.32507860581087
20153,65.33179210283353
20155,56.81627067419617
20157,64.66115881166417
20158,62.01305157342315
20159,76.42145065653189
20160,50.49543903435443
20161,50.529280133139714
20162,44.465195256520076
20164,69.40776624098542
20166,42.08047521551937
20167,45.57465515481447
20168,23.928429295914665
20170,72.0416838068124
20174,100.5887973101988
20175,28.266380766211405
20176,34.90171317032639
20177,36.15651455197972
20179,37.88650083258894
20180,36.00011567973813
20181,38.382730235357
20182,32.30832224564918
20183,23.843141788225495
20184,35.14811068556445
20187,30.57688408598625
20188,31.94423218230728
20189,38.86066612061409
20192,40.58846454855701
20193,34.808709479869634
20196,36.70701491000049
20197,29.068995671772246
20198,31.977929330417403
20200,31.64880019079462
20201,29.497297515277108
20202,30.07012293331017
20203,50.39054845939369
20205,33.18845900606374
20206,28.495375531665154
20207,18.545621829753998
20208,27.432823902080457
20209,26.393500814521456
20210,97.6453175095676
20211,23.562292090294378
20212,30.48170525779539
20213,77.3009738385109
20215,27.06152107570184
20216,16.67743615000928
20218,34.66444489070819
20219,24.057699235358083
20220,26.270585056215438
20222,20.478226689149952
20224,29.141270756752235
20225,20.742227411899236
20226,20.87084940091856
20227,43.971450608294454
20228,12.135232675515734
20230,20.673446543637375
20231,23.04352771994552
20232,36.379046937304416
20233,33.831936853216654
20234,14.881570491717499
20235,37.84086439533513
20236,64.94122961348356
20237,41.33328329479221
20238,23.30352711410916
20239,22.65444813489494
20240,22.202134422099345
20241,18.881682927803613
20242,11.367214784291324
20244,21.98588082545284
20246,22.515906596388856
20249,15.752767639459822
20251,22.57372077710727
20252,17.68178960905813
20253,19.91613866969788
20254,22.351365070533813
20255,13.90449350375797
20256,18.383539060274344
20257,57.4009113808633
20259,19.43252298818952
20261,54.11126185635395
20262,25.753840406939045
20263,21.672512235905764
20264,16.056307619103748
20265,12.974198545058105
20266,41.92235004683652
20267,19.70149181049053
20268,18.112173278378528
20269,17.794674406236787
20270,16.35847067068065
20271,16.754647123620103
20272,15.620887759314318
20273,16.478301505720275
20275,18.75435488838869
20276,19.670168040851358
20277,15.552258318356056
20278,14.572152119953788
20280,16.8212371975444
20281,14.167162160915698
20282,18.756540934328328
20283,14.530022459768125
20284,15.509547569128621
20285,13.975895609437579
20286,51.870966373493296
20288,17.40019019648609
20289,15.615846641141555
20290,20.648616947520402
20291,15.066685274082747
20292,13.850523866699767
20295,15.380625640878078
20296,18.164219583864735
20297,25.85420116289969
20298,16.561880674257093
20299,16.634038888801285
20300,17.9587934325018
20301,15.721310139246842
20302,10.058839348057969
20303,19.340897853179982
20304,10.259647550954279
20305,10.145585896304308
20306,26.807442188504275
20307,15.377324303122558
20309,17.41308605047489
20310,16.497013821780754
20311,18.94176586026974
20313,23.422120596822857
20314,17.93125483354746
20315,16.099309814774166
20316,27.34052249884037
20317,15.695558739496184
20319,13.801923273734252
20320,14.580402621399898
20321,22.338422719218215
20322,6.84446470005151
20323,26.410068937885562
20324,13.322471435136732
20325,8.578747668212593
20326,16.313024628932133
20327,13.655433625052908
20328,14.440781171262694
20329,13.31827296892694
20330,15.092210464571792
20332,12.732801493472937
20334,14.792805222904411
20335,13.860322372506523
20336,12.456138238764126
20337,16.533808707034208
20338,12.023777804798113
20340,17.34545417134037
20341,11.420790363242606
20342,15.03413305455341
20343,13.9472834967722
20344,18.143746285267806
20346,13.94901203069547
20348,15.850878528578976
20349,15.13841493772369
20350,8.82159658501987
20351,18.482725447047365
20352,17.085963862458346
20353,11.128929543869141
20354,13.328002584971701
20355,34.231696395815135
20356,14.925263395833218
20357,15.43115487049305
20358,12.133790317097857
20359,13.920089538077224
20361,16.118749946192388
20362,7.5316768638138205
20364,31.76390310968741
20365,12.06185032051708
20366,11.712060699472241
20367,11.417320428737371
20368,17.200123651578032
20372,8.328566198372464
20375,7.814447271588615
20377,10.692637536119681
20378,17.131864726747107
20379,6.391861974658975
20380,14.19733859771671
20381,16.765264936573722
20382,10.790210857560114
20383,9.422329369866
20384,8.078826388142884
20385,9.230695648930215
20386,12.088721039441845
20387,13.382854483875587
20388,8.5490692489223
20389,33.32790381058725
20390,10.807893455062208
20395,20.62592934741625
20396,7.159059117852939
20398,7.8002271377077275
20400,10.7133955456518
20401,10.323086203225834
20402,14.062972488625203
20403,13.00716013368749
20404,10.022090556211747
20406,11.686437095824598
20407,8.211047523141094
20408,14.60671094633712
20409,4.967526901579024
20410,10.657451278033953
20411,9.87454010916718
20414,31.630375555808346
20415,6.813529840212871
20416,6.457323703677737
20417,9.748518076251575
20418,5.517578858818904
20419,12.096107510585329
20421,11.97736609201932
20422,6.503632728732197
20424,7.318119093763896
20426,7.498044703713214
20428,5.67448327556648
20429,5.284944100932567
20432,7.750894935032846
20433,13.371435213443851
20434,9.467909565556637
20438,13.719780379779419
20440,32.763598910598596
20442,27.938510209143644
20443,8.991960525542895
20447,7.576924553590649
20449,5.209061339381958
20450,9.161737774485049
20453,13.243341421246795
20456,7.096000003718356
20458,23.806097255798097
20459,14.958927004823915
20460,15.45079721238719
20463,11.318813851034669
20464,6.009232504436873
20465,6.077208777961004
20466,8.1428257049283
20469,9.308399099556778
20470,9.070249773309856
20473,7.381321976913942
20474,9.368005376353295
20476,22.681753274878673
20477,10.772519539352762
20478,6.423477896422374
20479,9.85432771222438
20480,6.221196203549573
20481,9.508810288709313
20482,7.229251451012833
20483,9.349817275584513
20484,4.342468144225717
